symbol,score,last_close,rsi,sma20,sma50,macd_hist,reasons
TECHNOE,1.6,1416.800048828125,39.5464885150249,1487.0328063964844,1471.9590893554687,-9.774183040461885,SMA20 > SMA50
SARDAEN,1.6,573.6500244140625,49.89097744705317,588.0750030517578,535.259926147461,-4.847610053753467,SMA20 > SMA50
GODREJIND,1.6,1175.5999755859375,40.45882442595212,1222.789990234375,1182.26599609375,-5.109919889343553,SMA20 > SMA50
RCF,1.6,154.02999877929688,50.656862770684015,154.23049774169922,152.88399841308595,-0.12946270297333695,SMA20 > SMA50
GODREJCP,1.6,1238.9000244140625,48.85450647220763,1250.9950012207032,1237.622919921875,-2.6882486782049035,SMA20 > SMA50
HINDUNILVR,1.6,2559.60009765625,43.118581584935015,2630.6050048828124,2561.530009765625,-15.616536524883387,SMA20 > SMA50
SAREGAMA,1.6,490.6000061035156,49.534885665147804,490.45250244140624,487.8010003662109,-0.08726809557237813,SMA20 > SMA50
RTNINDIA,1.6,56.79999923706055,46.81448223096891,58.73400039672852,57.10520004272461,-0.4045296840252244,SMA20 > SMA50
ENDURANCE,1.6,2879.5,52.53025704540315,2905.3449829101564,2740.9288916015626,-17.66633851671797,SMA20 > SMA50
EMAMILTD,1.6,579.5999755859375,43.03942235691687,592.0175018310547,590.8280004882813,-0.9737368327356934,SMA20 > SMA50
ARE&M,1.6,1019.5499877929688,53.60550859457058,1015.3674865722656,988.8857543945312,-0.8306484092645512,SMA20 > SMA50
DABUR,1.6,535.4500122070312,52.90528845087552,535.6950012207031,525.2385552978516,-1.555993302231962,SMA20 > SMA50
GODFRYPHLP,1.6,3525.0,52.4901956080017,3528.508337402344,3313.2252294921873,-18.404634181338523,SMA20 > SMA50
MEDANTA,1.6,1354.199951171875,47.38663648957706,1380.775,1357.2402197265626,-5.987596691993437,SMA20 > SMA50
GILLETTE,1.6,10352.0,54.50835689730265,10130.7,10431.423125,8.577143232843497,MACD hist turned +
DEVYANI,1.6,178.63999938964844,53.18933680262121,179.01149978637696,171.5936001586914,-0.6967399964179681,SMA20 > SMA50
EIHOTEL,1.6,391.1000061035156,44.76104770758937,403.7800003051758,389.5227996826172,-2.2925355586662013,SMA20 > SMA50
CCL,1.6,886.0499877929688,48.048533969355354,897.0749969482422,881.7770971679688,-3.4769735430093647,SMA20 > SMA50
TITAN,1.6,3467.199951171875,35.46843343257855,3602.4650268554688,3511.086005859375,-23.381586440570096,SMA20 > SMA50
COLPAL,1.6,2337.89990234375,48.765911925098486,2359.2650146484375,2312.526005859375,-6.189621606754724,SMA20 > SMA50
EXIDEIND,1.6,414.5,54.273772601217296,412.9974990844727,396.1607635498047,-0.6865878366194647,SMA20 > SMA50
CRAFTSMAN,1.6,6777.0,50.650722162176365,6860.8,6675.33,-30.728411016316883,SMA20 > SMA50
SUPREMEIND,1.6,4411.39990234375,47.17306454721016,4510.824975585938,4378.527998046875,-14.364200108737812,SMA20 > SMA50
